com_nam,lin_ima,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb,org_tp,
"66TH ASSEMBLY DISTRICT DEMOCRATIC COUNCIL","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00541219&tabIndex=1","N","U","Q","904 SILVER SPUR ROAD SUITE 343","ROLLING HILLS ESTA","CA","90274","AL SHADBOURNE","C00541219","2016",,"$1,300.00","$1,300.00",,,,,,"$1,300.00",,,,,,,,,,,,"$.27","$1,300.27","$1,300.27",,,,"$1,298.03",,,,,,,,,,,,,,,,,,,"$1,298.03","$1,298.03","$1,300.00","$1,298.03","$604.15","$606.39",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$1,298.03",,,,,,,,,,,"",
"6TH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE OF VIRGINIA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00003897&tabIndex=1","Y","U","Q","502 TAYLOR ST","LEXINGTON","VA","24450","DOROTHY BLACKWELL","C00003897","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$190.00","$190.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"6TH CONGRESSIONAL DISTRICT REPUBLICAN FEDERAL COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00005801&tabIndex=1","Y","U","Q","PO BOX 34","LEXINGTON","VA","24450","TUCKER, ALBERT SIDNEY JOHNSTON III","C00005801","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,307.84","$6,307.84",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"7 - ELEVEN INC PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00549717&tabIndex=1","N","U","Q","PO BOX 711","DALLAS","TX","752210711","KEITH JONES","C00549717","2016","$1,020.00","$2,275.00","$3,295.00",,,,,,"$3,295.00",,,,,,,,,,,,,"$3,295.00","$3,295.00",,,,,,,,,,,,,,,,,,,,,,"$1,600.00","$1,600.00","$1,600.00","$3,295.00",,"$8,075.00","$9,770.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"72ND ASSEMBLY DEMOCRATIC ALLIANCE ","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00506725&tabIndex=1","X","U","Q","9826 LEWIS AVE","FOUNTAIN VALLEY","CA","928435818","JAMES R BENSON","C00506725","2016",,"$220.00","$200.00",,,,,,"$220.00",,,,,,,,,,,,,"$220.00","$220.00",,,,"$839.00",,,,,,,,,,,,,,,,,,,"$809.80","$840.40","$200.00",,"$2,296.00","$1,676.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$839.00",,,,,,,,,,,"",
"7TH DISTRICT CONGRESSIONAL REPUBLICAN COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00388587&tabIndex=1","Y","U","M","3246 E RIDGEVIEW STREET","SPRINGFIELD","MO","658044076","MYERS, NICK","C00388587","2016",,,,,,,,,,,,,,,,,,"$22,136.08",,"$22,136.08","$2.05","$22,138.13","$2.05",,"$11,235.97","$19,975.07","$31,211.04",,,,,,,,,,,,,,,,,,,"$11,235.97","$31,211.04",,"$11,235.97","$10,240.83","$1,167.92",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"7TH DISTRICT REPUBLICAN COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00189100&tabIndex=1","Y","U","Q","PO BOX 71596","RICHMOND","VA","23255","DAVID A. JOHNSON","C00189100","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,065.96","$7,065.96",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"7TH DISTRICT REPUBLICAN PARTY OF WISCONSIN","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00188078&tabIndex=1","Y","U","Q","W3559 CIRCLE RD","GLEN FLORA","WI","54526","JUDITH A JOHNSON","C00188078","2016",,"$2,200.00","$2,200.00",,"$1,474.00",,,,"$3,674.00",,,,,,,,,,,,,"$3,674.00","$3,674.00",,,,"$2,835.00",,,,,,,,,,,,,,,,,,,"$2,835.86","$2,835.86","$3,674.00","$2,835.86","$1,953.00","$2,791.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$2,835.00",,,,,,,,,,,"",
"80-20 NATIONAL ASIAN AMERICAN PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00346015&tabIndex=1","Q","U","Q","220-55 46TH AVE. 15-X","BAYSIDE","NY","11361","TO, KATHLEEN","C00346015","2016","$6,500.00","$150.00","$6,650.00",,,,,,"$6,650.00",,,,,,,,,,,,"$639.30","$7,289.30","$7,289.30",,,,"$21,578.30",,,,,,,,,,,,,,,,,,,"$21,578.30","$21,578.30","$6,650.00","$21,578.30","$67,353.39","$53,064.39",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$21,578.30",,,,,,,,,,,"",
"8TH DISTRICT DEMOCRATIC COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00319681&tabIndex=1","N","U","Q","PO BOX 4278","EAST LANSING","MI","48826","FRANCISCO, ISAAC","C00319681","2016",,"$74.00","$74.00",,,,,,"$74.00",,,,,,,,,,,,,"$74.00","$74.00",,,,"$6.00",,,,,,,,,,,,,,,,,,,"$6.00","$6.00","$74.00","$6.00","$410.02","$478.02",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$6.00",,,,,,,,,,,"",
"8TH DISTRICT REPUBLICAN COMMITTEE (VA)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00043919&tabIndex=1","Y","U","Q","PO BOX 26141","ALEXANDRIA","VA","223136141","MARSTON, CHRISTOPHER M","C00043919","2016",,,,,,"$103.70",,,"$103.70",,,,,,,,,,,,,"$103.70","$103.70",,,,,,,,,,,,,,,,"$2,000.00",,,,,,,"$2,000.00","$2,000.00","$103.70",,"$14,514.09","$12,617.79",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"912 PROJECT TENNESSEE VICTORY FUND","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00493353&tabIndex=1","N","U","T","705 GLASGOW PLACE","BRENTWOOD","TN","37027","JOHNSON, GREGORY MR.","C00493353","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,"$22.50",,,,,,,,,,,,,,,,,,,"$22.50","$22.50",,"$22.50","$22.50",,,,"2015-01-01","2015-05-31",,"",,,,,,,,,,,"$22.50",,,,,,,,,,,"C",
"9ERS OF WESTERN NORTH CAROLINA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00560037&tabIndex=1","N","U","T","20 VALLEY VIEW RD","ASHEVILLE","NC","288031131","DEVIN WALSH","C00560037","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$269.00",,,,,,,"$269.00","$269.00",,,"$269.00",,,,"9999-99-99","2015-01-05",,"",,,,,,,,,,,,,,,,,,,,,,"",
"A BRTHD AIMED TOWARD EDUC OF IL FED ELEC DEVICE FOR POLITICALLY ACTIVE MOTORCYCLISTS...","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00308460&tabIndex=1","Q","U","Q","311 E. MAIN STREET #418","GALESBURG","IL","61401","LANNOM, CINDY","C00308460","2016","$2,442.00","$1,864.00","$4,306.00",,,,,,"$4,306.00",,,,,,,,,,,,,"$4,306.00","$4,306.00",,,,,,,,,,"$3,500.00",,,,,,,,,,,,,"$3,500.00","$3,500.00","$4,306.00",,"$31,379.43","$32,185.43",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"M",
"A DUDA & SONS, INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00213231&tabIndex=1","Q","U","Q","1200 DUDA TRAIL PO BOX 620257","OVIEDO","FL","32762","TRACY DUDA CHAPMAN","C00213231","2016","$4,050.00","$5,972.00","$10,022.00",,,,,,"$10,022.00",,,,,,,,,,,,,"$10,022.00","$10,022.00",,,,,,,,,,"$2,500.00",,,,,,,,,,,,,"$2,500.00","$2,500.00","$10,022.00",,"$20,238.56","$27,760.56",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"A LOT OF PEOPLE FOR DAVE OBEY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00017830&tabIndex=1","H","P","T","3242 CUMMINS WAY","MISSOULA","MT","59802","VIRGINIA GARNER-GERHARDT","C00017830","2016",,,,,,,,,,,,,,,,,,,,,,,,"$59,597.91",,,,,,,,,,,,,,,,,,,,,,,"$59,597.91",,"$59,597.91","$72,210.20","$12,612.29",,,"2015-01-01","2015-08-04",,"",,,,,,,,,,,,,,,,,,,,,,"",
"A NEW DIRECTION PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00458570&tabIndex=1","Q","D","Q","105 N STATE ST","CONCORD","NH","03301","REISCHE, ALAN","C00458570","2016","$900.00","$1,761.00","$2,661.00",,,"$17,000.00",,,"$19,661.00",,,,,,,,,,,,,"$19,661.00","$19,661.00",,,,"$10,482.51",,,,,,"$17,500.00",,,,,,,,,,,,,"$27,982.51","$27,982.51","$19,661.00","$10,482.51","$33,920.27","$25,598.76",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$10,482.51",,,,,,,,,,,"",
"A SECURE AMERICA PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00320168&tabIndex=1","N","U","Q","P. O. BOX 2222","FORT SMITH","AR","729022222","LANGHAM, JOHN","C00320168","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$154.17","$154.17",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"A SUPERPAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00508952&tabIndex=1","O","U","Q","3520 SUGARLOAF PKWY STE F3-135","FREDERICK ","MD","21704","MATTHEW BALAZIK","C00508952","2016","$200.00",,"$200.00",,,,,,"$200.00",,,,,,,,,,,,,"$200.00","$200.00",,,,,,,,,,,,,,,,,,,,,,,,,"$200.00",,"$101.00","$301.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00374058&tabIndex=1","H","P","Q","PO BOX 1242","TUCSON","AZ","85702","CASTILLO, MAYA","C00374058","2016","$34,750.00","$21,047.51","$55,797.51","$178.50",,"$37,018.00","$1,000.00",,"$92,815.51","$1,178.50",,,,,,,,,,,,"$93,192.16",,"$78,800.75",,,,"$376.65",,,,,,,,,,,,,,,,,"$9,450.00",,"$89,429.25","$91,637.01","$78,424.10","$36,088.02","$39,850.93","$15,248.56",,"2015-01-01","2015-06-30",,"H2AZ07070",,,,,,,,,,,,,,,,,,,,,,"",
"AARON'S, INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00459933&tabIndex=1","Q","U","Q","309 EAST PACES FERRY ROAD, N.E.","ATLANTA","GA","30305","SINCLAIR, ROBERT P","C00459933","2016","$15,205.00","$19,120.00","$34,325.00",,,,,,"$34,325.00",,,,,,,,,,,,,"$34,325.00","$34,325.00",,,,"$240.00",,,,,,"$23,600.00",,,,,,,,,,,,,"$23,840.00","$23,840.00","$34,325.00","$240.00","$188,265.83","$198,750.83",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$240.00",,,,,,,,,,,"C",
"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00040279&tabIndex=1","Q","B","M","100 ABBOTT PARK RD. D312 AP6D-2","ABBOTT PARK","IL","600646028","GRAHAM, JOELLEN","C00040279","2016","$285,559.77","$268,813.92","$554,373.69","$177.96",,,,,"$554,373.69","$177.96",,,,,,,,,,,,"$555,248.69","$555,248.69",,,,"$1,223.67",,,,,,"$347,000.00","$875.00",,,,,,,,,,,"$65,700.00","$414,101.63","$414,101.63","$554,195.73","$1,223.67","$132,188.45","$273,335.51",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$1,223.67",,,,,,,,,,,"C",
"ABBVIE POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00536573&tabIndex=1","Q","B","M","1 N. WAUKEGAN ROAD","NORTH CHICAGO","IL","60064","TIAN, DENIS","C00536573","2016","$226,830.64","$186,563.47","$413,394.11",,,,,,"$413,394.11",,,,,,,,,,,,"$8.07","$419,152.18","$419,152.18",,,,"$300.00",,,,,,"$372,000.00","$5,750.00",,,,,,,,,,,"$80,200.00","$452,500.00","$452,500.00","$413,394.11","$300.00","$121,598.98","$88,251.16",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$300.00",,,,,,,,,,,"C",
"ABEL MALDONADO FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00493379&tabIndex=1","H","P","Q","PO BOX 5325","SANTA MARIA","CA","934565325","LAWLER, KELLY","C00493379","2016",,,,,,,,,,,,,,,,,,,,,,,,"$131.65",,,,,,,,,,,,,,,,,,,,,,,"$131.65",,"$131.65","$2,720.25","$2,588.60",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ABELER4SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546630&tabIndex=1","S","P","Q","600 EAST MAIN STREET","ANOKA","MN","55303","BART J WARD","C00546630","2016",,"$180.00","$180.00",,,,,,"$180.00",,,,,,,,,,,,,"$180.00",,"$303.00",,,,,,,,,,,,,,,,,,,,,,,"$303.00","$180.00","$303.00","$18,919.00","$18,795.00","$548.00",,"2015-01-01","2015-03-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ABIOMED INC POLITICAL ACTION COMMITTEE (ABIOMED PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00426445&tabIndex=1","Q","U","Q","22 CHERRY HILL DRIVE","DANVERS","MA","01923","SUTHERBY, DANIEL J.","C00426445","2016","$34,200.00","$7,821.00","$42,021.00",,,,,,"$42,021.00",,,,,,,,,,,,,"$42,021.00","$42,021.00",,,,,,,,,,"$10,000.00",,,,,,,,,,,,,"$10,000.00","$10,000.00","$42,021.00",,"$206,154.03","$238,175.03",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ABM INDUSTRIES INCORPORATED PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00494765&tabIndex=1","N","U","Q","551 FIFTH AVENUE SUITE 300","NEW YORK","NY","10176","SARAH MCCONNELL","C00494765","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ABOLISH RECALLS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00523878&tabIndex=1","O","U","T","6403 CRESTWOOD CIRCLE","MCFARLAND","WI","53558","SPENCER ZIMMERMAN","C00523878","2016",,,,"$5.00",,,,,,"$5.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5.00","$5.00","-$5.00",,"$5.00",,,,"2015-01-01","2015-06-26",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ABSOLUTE ENERGY PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00455048&tabIndex=1","Q","U","Q","1372 STATE LINE ROAD","ST. ANSGAR","IA","50472","SCHWARCK, CHRIS","C00455048","2016","$23,550.00","$7,435.00","$30,985.00",,,,,,"$30,985.00",,,,,,,,,,,,,"$30,985.00","$30,985.00",,,,,,,,,,"$8,000.00",,,,,,,,,,,,,"$8,000.00","$8,000.00","$30,985.00",,"$65,597.59","$88,582.59",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ACADEMY OF DOCTORS OF AUDIOLOGY POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00351015&tabIndex=1","Q","U","Q","3492 LANDSDOWNE DR #2","LEXINGTON","KY","40517","CAVITT, KIMBERLY M","C00351015","2016","$8,377.34","$1,294.68","$9,672.02",,,,,,"$9,672.02",,,,,,,,,,,,,"$9,672.02","$9,672.02",,,,"$1,165.00",,,,,,"$2,500.00",,,,,,,,,,,,,"$3,665.00","$3,665.00","$9,672.02","$1,165.00","$55,174.74","$61,181.76",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$1,165.00",,,,,,,,,,,"T",
"ACADEMY OF NUTRITION AND DIETETICS POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00143560&tabIndex=1","Q","U","M","1120 CONNECTICUT AVE. NW SUITE 480","WASHINGTON","DC","20036","MIFSUD, PAUL A.","C00143560","2016","$24,497.00","$60,635.00","$85,132.00",,,,,,"$85,132.00",,,,,,,,,,,,,"$85,132.00","$85,132.00",,,,"$10,280.31",,,,,,"$55,100.00",,,,,,,,,,,,,"$65,380.31","$65,380.31","$85,132.00","$10,280.31","$169,473.35","$189,225.04",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$10,280.31",,,,,,,,,,,"M",
"ACADIA HEALTHCARE COMPANY INC FEDPAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00496919&tabIndex=1","Q","U","Q","6100 TOWER CIRCLE ROAD SUITE 1000","FRANKLIN","TN","37067","BRENT TURNER","C00496919","2016","$132,300.00","$1,900.00","$134,200.00","$500.00",,,,,"$134,200.00","$500.00",,,,,,,,,,,,"$134,200.00","$134,200.00",,,,,,,,,,"$5,200.00",,,,,,,,,,,,,"$5,700.00","$5,700.00","$133,700.00",,"$500.00","$129,000.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACADIAN AMBULANCE SERVICE INC EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00335570&tabIndex=1","Q","U","M","P.O. BOX 98000","LAFAYETTE","LA","70509","TIMOTHY BURKE","C00335570","2016","$14,124.74","$16,515.74","$30,640.48",,,,,,"$30,640.48",,,,,,,,,,,,,"$30,640.48","$30,640.48",,,,,,,,,,"$40,000.00",,,,,,,,,,,,,"$40,000.00","$40,000.00","$30,640.48",,"$42,304.83","$32,945.31",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACCELERATING ENERGY LEADERSHIP PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00483891&tabIndex=1","Q","B","Q","1000 VERMONT AVE., NW 3RD FLOOR","WASHINGTON","DC","20005","GIOVINETTO, ANNA","C00483891","2016","$7,925.00","$1,005.00","$8,930.00",,,,,,"$8,930.00",,,,,,,,,,,,"$5,115.01","$14,045.01","$14,045.01",,,,"$817.04",,,,,,,,,,,,,,,,,,"$587.24","$1,404.28","$1,404.28","$8,930.00","$817.04","$4,625.64","$17,266.37","$6,893.82",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$817.04",,,,,,,,,,,"M",
"ACCENTCARE INC PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00548248&tabIndex=1","N","U","M","17855 NORTH DALLAS PARKWAY STE 200","DALLAS","TX","75287","JERRY HUGGLER","C00548248","2016","$1,499.98","$935.98","$2,435.96",,,,,,"$2,435.96",,,,,,,,,,,,,"$2,435.96","$2,435.96",,,,,,,,,,"$2,500.00",,,,,,,,,,,,,"$2,500.00","$2,500.00","$2,435.96",,"$6,138.46","$6,074.42",,,"2015-01-01","2015-08-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACCENTURE INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00300707&tabIndex=1","Q","B","Q","800 CONNECTICUT AVENUE NW SUITE 600","WASHINGTON","DC","20006","NAGLE, THOMAS W.","C00300707","2016","$264,718.35","$14,184.00","$278,902.35",,,,,,"$278,902.35",,,,,,,,,,,,"$30.79","$278,933.14","$278,933.14",,,,"$4,686.79",,,,,,"$172,000.00",,,,,,,,,,,,,"$176,686.79","$176,686.79","$278,902.35","$4,686.79","$90,343.11","$192,589.46",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$4,686.79",,,,,,,,,,,"C",
"ACCOUNTABILITY 2010","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00489641&tabIndex=1","O","U","Q","PO BOX 962186","BOSTON","MA","02196","R BROOKE COLEMAN","C00489641","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,976.86","$27,976.86",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ACCOUNTABILITY PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00471813&tabIndex=1","N","D","Q","228 S WASHINGTON STREET SUITE 1155","ALEXANDRIA","VA","22314","KEITH A DAVIS","C00471813","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,794.82","$11,794.82",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ACE CASH EXPRESS, INC. PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00392290&tabIndex=1","Q","U","Q","1231 GREENWAY DRIVE SUITE 600","IRVING","TX","75038","STEFFES-PARKER, JAMEY S.","C00392290","2016","$13,016.27","$8,643.91","$21,660.18",,,,,,"$21,660.18",,,,,,,,,,,,,"$21,660.18","$21,660.18",,,,,,,,,,"$27,700.00",,,,,,,,,,,,"$8,500.00","$36,200.00","$36,200.00","$21,660.18",,"$58,628.08","$44,088.26",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACE GROUP HOLDINGS, INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00348938&tabIndex=1","Q","B","Q","436 WALNUT STREET WAO4P","PHILADELPHIA","PA","19106","KAREN VALANZANO","C00348938","2016","$49,004.17","$23,793.43","$72,797.60",,,,,,"$72,797.60",,,,,,,,,,,,,"$72,797.60","$72,797.60",,,,,,,,,,"$64,000.00",,,,,,,,,,,,"$7,500.00","$71,500.00","$71,500.00","$72,797.60",,"$293,371.67","$294,669.27",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACME BRICK COMPANY GOOD GOVERNMENT FUND FOR FEDERAL ELECTIONS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00424010&tabIndex=1","Q","U","M","P. O. BOX 425","FORT WORTH","TX","76101","HUNTER, JUDY","C00424010","2016","$342.50","$1,153.75","$1,496.25",,,,,,"$1,496.25",,,,,,,,,,,,,"$1,496.25","$1,496.25",,,,,,,,,,"$2,000.00",,,,,,,,,,,,,"$2,000.00","$2,000.00","$1,496.25",,"$19,644.09","$19,140.34",,,"2015-01-01","2015-08-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"ACP-RXPAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00418855&tabIndex=1","Q","U","Q","1730 RHODE ISLAND AVE NW SUITE 317","WASHINGTON","DC","20036","JAMES E LINK","C00418855","2016",,,,,,,,,"$2,943.67",,,,,,,,,,,,,,,,,,,,,,,,"$2,943.00",,,,,,,,,,,,,"$2,943.67","$2,943.67","$2,943.67","$2,943.67","$2,967.00",,,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00034785&tabIndex=1","Q","B","M","509 2ND STREET, NE","WASHINGTON","DC","20002","BEVINGTON, RAE ANN","C00034785","2016","$87,833.33","$284.00","$88,117.33",,,,,,"$88,117.33",,,,,,,,,,,,,"$90,617.33","$90,617.33",,,,"$2,641.78",,,,,,"$46,000.00","$2,500.00",,,,,,,,,,,,"$48,641.78","$48,641.78","$88,117.33","$2,641.78","$238,516.86","$280,492.41",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$2,641.78",,,,,,,,,,,"T",
